date,username,review,rating
2024-04-25 16:34:07,Hilang 825.xxx,"Asli kapok banget karna kurangnya pengamanan dan perbantuan padahal dana paling favorit enak di gunain. Cuman kecewa aja akun saya jelas jelas lagi kena hack, tinggal verivikasi data aja harus ribet dengan pertanyaan2 yg mungkin ngga semua ora masih ingat. Kecuali data . Ilang uang segitu berarti bgt kak😭gajiku setengah bulann dikampungg",1
2024-04-25 13:40:47,abg sangean,Aplikasi sialan anjing banget saya aja di BRIMO Aman aman saja begitu pakai aplikasi ini eh mala di root tidak tau kenapa uang Transferan saya tidak bisa di dapat karna sudah tidak bisa di buka DANA nya,1
2024-04-25 12:46:43,Uk1405,Saya sangat kecewa karna tidak bisa melakukan transaksi melalui dana karna tidak bisa mengirim kendala masalanya yaitu akun saya beberapa kali gagal mengupgrade ke akun dana premium,1
2024-04-25 07:48:21,Shofa Rahmania,Sangat baik,5
2024-04-25 10:21:22,Apen blabla,"Gk tau masalah nya apa tiba tiba saldo udah di potong ,dah lahh gk tau lgi mintak pengembalian dana juga gk bisa",2
2024-04-25 07:45:30,ridho romado,Aku dana tiba”ngga bisa di buka padahal pin sudah benar,2
2024-04-25 04:35:41,Arsenaleqqq,Sangat bermanfaat,5
2024-04-25 07:38:20,Adhika belin,"Tolong untuk pembayaran langganan aplikasi itu harus di konfirmasi untuk ke 2 kalinya, jangan otomatis, bikin costumer rugi aja bisanya",1
2024-04-25 04:12:17,liyanech,salah satu ewallet yang jadi favorit karena kapan aja dibutuhkan bisa langsung di pakai dan ga pernah bermasalah,5
2024-04-24 12:45:18,Chairvoyant,Aplikasi yang bagus untuk transaksi keuangan.,5
2024-04-25 03:14:04,Farizal bakri,"Kepada devlover, alangkah baiknya menambahkan rekening seperti bank syariah indonesia
Dilihat dari banyaknya pengguna bank tersebut dan tidak ada potongan perbulan",4
2024-04-25 01:06:49,Xamp_,"Apk gabisa di percaya. Dana refund belum balik, udah 2 minggu lapor ga ada hasilnya. Mending cari apk lain aja yang bisa dipercaya! HAHA 😡😡",1
2024-04-24 18:49:28,ThomsonKlay,"- App bagus
- Salah satu kelebihan Dana adalah bisa langsung tramsaksi pakai QRIS langsung dari widget di home screen
- Selama ini bentuk widget-nya bagus
- Eh di update terbaru, menjadi SANGAT JELEK!
Masa widgetnya ada backgroundnyq, aneh!",1
2024-04-24 17:36:39,rendradinananazahra23,"pernah topup dari shopeepay ke dana, pdhl dishopee sudah berhasil , tapi saldo dana ga nambah",1
2024-04-24 15:21:26,robb12mr,"Dear kawan2, untuk kawan2 yg belum menggunakan aplikasi dana, stop menggunakan aplikasi ini, selain uang anda tidak aman dari penipuan, kita complain bukan ke manusia melainkan robot, saya di tipu oleh org lewat aplikasi dana, saya complain ke dana di layani robot, kita di suruh ke kantor polisi sedangkan pihak dana lepas tangan.",1
2024-04-24 14:37:39,Dwi yuliasari,"Udh kepotong 2 x. Tapi cuma masuk saldo 1 kali. Suruh hubungi diana help, malah ga nyambung itu bot diana.",1
2024-04-24 12:25:38,Asmiyanti,Sangat puas dengan dana,5
2024-04-24 10:04:56,sahbias,Sy pake untuk top up game😁😁,5
2024-04-24 12:04:35,Kak Urief,Sering gangguan gak lancar saat pembayaran loading lama,2
2024-04-24 12:02:59,m zid,"kecewa pakek dana 
kirim uang pakek dana ke bank,uang tidak masuk2 malah di suruh ngecek ke banknya 
pihak banknya pun menyuruh menghubungi CS dana karena pihak bank posisinya pasif dan sudah berkali2 menghubungi CS dana dan jawabanya sama semua di suruh ngecek kebanknya dan ngecek mutasi rekening
mutasi di cek berkali2 tetep uang belum masuk
HATI"" KALO INGIN UANG ANDA TIDAK HILANG GUYS",1
2024-04-23 19:49:25,Firmanuntina,cara buka dana cicil di akun dana saya,2
2024-04-24 09:00:21,Apa kek terserah gw,"Kenapa gua kasih bintang 1 karna gw lagi keadaan urgent mau kirim uang ke saudara yg lagi sakit.. tp ribet harus upgrade dulu ke premium.. setelah gw coba tp gak berhasil juga n gagal...
Gak ngertiin kondisi urgent  👎🏾👎🏾👎🏾",1
2024-04-24 07:50:33,BIADAB MALING AKUN,"E-WALLET TERBURUK YG PERNAH ADA, JGN PERNAH DOWNLOAD. ADA AJA GANGGUAN, AKUN GA BISA DIPAKE PADAHAL GA DI APA2 IN, PELAYANAN LEMOT GA ADA TANGGAPAN YG BISA JD SOLUSI 👎🏻",1
2024-04-24 07:11:28,oki1562,tolong kembalikan duit saya yang sudah saya top up dari dana ke akun bank saya ini sudah 6 hari belum ada kejelasana dan apa harus bot yg mengurus? yg tidak ada akhir nya,1
2024-04-24 00:06:20,Lord alul,Setidaknya dana lebih cermat lagi dalam memperhatikan nomor ktp maupun foto ktp yg sudah lusuh. Beri kesempatan terus orang mencoba daftar dana premium. Costum service Diana itu tidak kasih solusi👍🏻,1
2024-04-23 23:14:24,zia lawraneeee,"gatau ya susah bgt mau hub pihak dana.
dari wa yang tertera di ulasan tida terdaftar.
teruss.. saya tuu uda update apk danaa udaaa uninstal - instal lagi tapi tetep gabisa masuk ke akun sayaa , di hp lain bisa uda 3 hari kaya gini tolong dong kenapa??!! masa suru update trs pdhl uda gda yang bisa di update lagi tolol deh duit gua disitu banyak. nyesel bgt masi setia pake dana dari 2020 pdhl dari dulu dana bermasalah haha.",1
2024-04-22 06:25:22,PatrickBenz.09,"Selalu gagal saat bayar Steam, tapi akhirnya berhasil setelah upgrade DANA Premium.",4
2024-04-23 19:07:25,MeGxus,Di ip12 ios terbaru gabisa jalan appnya tolong dev dana di update lgi,2
2024-04-23 17:55:17,Vivian Jorda,Kok akun ku gak bisa dana premium ? Gagal mulu mau upgrade,1
2024-04-23 13:14:46,anakkoskosan,"bahaya banget apk dana ini. berhasil top up dr mbnking tp saldonya ga masuk2 😭 kalau alasan nya karna jaringan, saya bukan di plosok. bukan masalah nominal nya, tp kan rasa percaya org jadi berkurang sama apk ini",1
2024-04-23 09:55:29,pppokdjjanjajd,"lgi mau tf saldo di suruh ke dana premium di tunggu"" nda bisa"" pdhal lgi urgent nih aplikasi sumpah ga jelassss",1
2024-04-23 09:23:26,pelangganmu min,"udh berbulan"" buat laporan ke pihak dana buat memulihkan akun yang di tangguhkan,bolak balek di suru nunggu udh di janjikan waktu eh ngulur waktu lagi terakir capek nunggu gk bisa juga di pulihkan akunya kan aneh",1
2024-04-23 08:06:05,Nha Shu Rye,Terakhir donlot sblm yg versi skrg Danaku fc terus. Ngabisin kuota aja,1
2024-04-23 05:27:15,fahhhrulll,Dari pihak dana juga blm bisa membantu,1
2024-04-23 04:30:14,ssuvf,Kenapa Nana sya pencuri digital,1
2024-04-23 03:16:37,ilh4m123,saya top up dr btn ke dana tp saldo dana tidak bertambag dan saldo bank uda berkurang!!!,1
2024-04-22 13:20:28,aaabbbuuooo,"saya sih belum pernah kehilangan uang di dana,tapi sodara gua pernah,gimana pihak dana harus perketat dong ke amanan nya,kan kasian kalo ilang",3
2024-04-22 11:41:33,zul grind,Saya top up saldo dana tapi saldo dana saya tidak bertambah,1
2024-04-22 08:47:04,Sydfaisal,"Tolong ya pihak dana untuk penanganan laporan pergantian nmr dana yg nmr nya sudah tidak aktif dipercepat,,, saya sangat kecewa karena udah 1 minggu belum ada tindakan apapun dari pihak dana,, kirim dm di fb sama email pun sangat lama untuk reply nya !!!",1
2024-04-22 08:37:44,Nabilaaaaaaaaaa,"Sudah foto ktp dan selfie sesuai keterangan disuruh coba lagi, saat melakukan yang ke dua kali malah ga bisa di pencet",1
2024-04-22 02:09:50,ryvn•,ini gmn sih mau isi shope pay ga bisa mulu krn terjadi kesalahan pada sistem kami gitu mulu pas isi shope pay,2
2024-04-22 06:12:33,Erlinten,Tolong orderan di percepat,1
2024-04-22 03:02:56,Meria nurul,Isi saldo belum herambah tapi pas cek mutasi rek saldo saya sudah terpotong,1
2024-04-22 02:13:41,Hdgeydn,"saya bakal kasih bintang 5 kalau uang saya balik lagi. Uang saya hilang berjuta"" disini karena nyesel dana tidak aman",1
2024-04-21 22:30:53,Telo godok 31232,"Aplikasi yg lag minta ampun  
Devis ip x masa mau transaksi harus kluar masuk setiap sampe menu masukan sandi muter2 aj  
Sinyal aman dan devis aman    Aplikasi nya berat banget kyak bawa meteor",1
2024-04-21 20:19:24,toto tatag tutug,"Kirim dana ke etoll pending tidak bisa update saldo dan uang cuma dilembalikan satu kali transaksi padahal yang pending 2 transaksi, sudah chat ke bagian bantuan tapi tidak ada solusi dan uang tidak kembali adanya cuma chat otomatis sama bot tidak ada chat live dengan operator manusia!!!",1
2024-04-21 15:39:18,lai siuce,Sangat membantu pokok nya bakal langganan dech,5
2024-04-21 14:16:34,chairls,Transaksi dengan dana sangat mudah dan cepat,5
2024-04-21 15:19:48,blabladf,"ngisi kuota di dana, pdhl nomor udh bener tp ga masukkk!",1
2024-04-21 15:19:47,Kucinglah,Aplikasi jadi kek sampah gini,1
2024-04-21 14:42:51,T DANI RIZKY HIDAYAT,"Top up berhasil tapi saldo tidak bertambah, orang lagi urgent malah suruh tunggu 2x24 jam",1
2024-04-21 04:48:00,ROSBIATI,Tolong pulih kan akun dana saya yang di proteksi,5
2024-04-21 11:26:54,siti aisyah azzahra,Sangat membantu sekali,4
2024-04-21 08:01:46,Obyyyyyyyyyyy,"isi ulang pulsa terlalu banyak masalah, “lagi ramai nih” udah ditungguin tetap tidak terkirim",1
2024-04-21 06:38:37,hahaghsakka,"Kayaknya susah banget ya dihubingin
Saya mau ganti pin tp lp pin ny sedangkan nomor hp dan hp nya ilang ,
Otp hrs pake nomor itu , bisa gak sih lewat email ganti nya soalnya saya ngehubungin sibuk melulu susah , gak ada balesan , soalnya ada saldo saya disana",2
2024-04-21 02:01:02,Lcy dekoration,Sangat membantu,5
2024-04-21 04:36:44,Eza Eza Eza,Tiap buka app panas banget padahal baru beberapa detik,3
2024-04-21 04:23:18,Setan303,Kenapa nomor HP salah kirim uang masuk ke nomor yg bukan kira tuju diawali dengan 08078xxxxxx uang tetap masuk dan nominal uangnya terkitim dengan besar. Dan nomor tersebut tidak bisacri hapus,1
2024-04-21 02:52:28,indramaul,"akhir akhir ini dana lg kenapa ya? pertama transaksi pulsa berhasil tapi pulsanya ga masuk, telpon ke cs indosatnya ternyata sn nya gaada ga masuk, mau komplain ke customer care dana ga diangkat angkat, komplain di apk dibales sama bot! angkatlah woy kembalikan saldo sayaa!
kedua udah beberapa kali kirim uang ditransaksi lgsg berhasil tp uangnya ga lgsg masuk ke penerima, diterimanya setelah beberapa jam bahkan prnh 2hari kemudian. kalo org yang butuhnya buru buru kan susah alhasil hrs kirim ulang dan saya rugi. lanjt pake dikira mau ada perbaikan ternya ttp aja mlh makin merugikn dah mending stop sampe sini aja pake dana karna udh dirugikn berkalikali !",1
2024-04-20 13:04:34,Nopal alfauzi,Tidak ada dana cicil,5
2024-04-21 01:13:21,Lola nirmala,Kenapa ya susah banget waktu dulu mah ga pake kk sekarang hars pke 3 pilihan itu ribet banget di suruh hubungin custumer tapi respon nya lama banget,1
2024-04-20 14:12:13,you dana lol,"massa gaada akses internet ny, padahal jaringan bagus, padahal sudh top up gua asu",1
2024-04-20 14:08:08,membrut,"akun sampah,banyak banget penipuan di app ini,bangsad",1
2024-04-20 05:52:04,Agoessaleh,Mudah,5
2024-04-20 05:29:34,Utuh om,Saya bayar indihome malah ga masuk masuk katanya(order diproses)dari kemarin gada perubahan hubungin csnya juga lemot banget jawabnya parah parah apk ccd,1
2024-04-20 04:21:57,Kyura_,I reffund for fail transaction but dana dont asnwer anything,1
2024-04-20 01:30:50,kukang apoy,5 tahun pake dana yg lain udh dapet saya belom semoga cepet dapet Fitur DANA CICIL🙏💪,5
2024-04-20 03:00:28,Cimumut,"Tong kembalikan saldo saya. Saya sudah melakukan pembayaran wifi telkom sebesar 352k tapi transaksi malah on proses mulu, padahal saldo saya sudah terpotong😭",2
2024-04-20 02:02:14,acamyll,"aneh tb2 ga bs tf/scan qr, pdhl lg urgent!!!",1
2024-04-19 23:07:05,okokganteng gw,prkatis enak simple ga ribet aman,5
2024-04-20 00:37:23,Aplikasi tai anjing,Aplikasi maling tiba2 saldo berkurang tai,1
2024-04-18 13:12:48,aldyalmughni,bagus sekali,5
2024-04-19 22:52:02,Fthdia,"Giniloh ya DANA, dalam mengatur pembayaran langganan bisa nggak usah sok otomatis ?

Uangku sudah hampr 500 rb 
Hilanh cuma karena kalian sok acc pembayaran yg diminta pihak aplikasi langganan, 

Utamakan kons pemilik dana
Kalau kami perlu aplikasinya bisa kok perpjng sndri, ini bisa2 nya otomatiss

Belajar dari aplikasi sebelah yg kalau ada pembayaran harus dari pemilik akun
Masukan katasandi pemindai wajah baru bisa transaksi dilakukan 

NGGAK AMAN SAVE UANG DI DANA INTINYA",1
2024-04-19 13:20:16,tai29878,Verifikasi aja lama tai lah,1
2024-04-19 13:03:03,aniherya,Isi emoney di dana tidak masuk . Mohon percepat tindak lanjut untuk menanggapi komplen.,1
2024-04-19 09:55:39,SEONU11,"Kecewa dg cs nya,saya udah lama nunggu masalahnya belum kelar juga
Ngga bisa transfer saldo dana ke shopeepay,udah saya omongin berulang ulang (padahal kan urgent)",1
2024-04-19 08:35:09,kucing homo,sudah top up malah dana kaga masuk apk GOBLOK,1
2024-04-19 05:31:30,Raffiganteng,Dana telah melakukan pembayaran pada apple pdahal belum di verifikasi wajah saya😭,2
2024-04-19 05:21:29,ikbalpratama,Gagagal upgrad ke premium alasanya ktp ga cocok padahal udah cocok,1
2024-04-19 05:01:42,Anggun_pratiwi,Kenapa saya nda bisa daftar dana premium padahal sya sdh ikuti syarat dan aturan nya?,2
2024-04-19 04:27:01,vannyra,"makin parah, transaksi kebanyakan dipending. beli pulsa 20k, status berhasil pulsa ga masuk!",1
2024-04-19 03:45:18,apriandii,Jelek banget sekarang pake biaya admin pdhl mau transfer uang 100rb kok pake biaya admin,1
2024-04-18 21:47:31,Juna syahputra,Harunya kalo salah kirim saldo yang blm ada atas namanya bisa di kembakijan ke saldo asalnya,3
2024-04-18 08:27:32,Risfan78,Sangat mudah digunakan dan cepat prosesnya,5
2024-04-18 11:50:06,dheadndasbl,kok aplikasinya error terus sih dari tadi ga bisa transfer,1
2024-04-18 10:16:34,Dana taii,Ini aplikasih kayak tai melapor tidak pernah ada respon yg baik yg sedang mengalami tranksaksi pending,1
2024-04-18 06:35:45,cantiksejati,"Sejauh in bagus, semoga banyk diskon tiap pembelian atau pun pengiriman ya supya jdi langganan",5
2024-04-18 08:09:05,Dana ampas,Apk ccd gak bisa kirim uang,1
2024-04-17 21:32:38,Vira ariyani reynaldo,Sangat baik dan tingkatkan apk agar lebih baik lagi,5
2024-04-18 04:12:19,nickname23isna,"udah ga aman nyimpen saldo di dana, tiba” ada orang login dan saldo abis padahal uda pake face id sama pin. sangat mengecewakan!!!",1
2024-04-18 03:45:24,Jhane1422,"Tidak ada promo menarik yang menghasilkan bonus handphone,uang",1
2024-04-18 02:27:26,clarameielda,Pembayaran indihome berhasil tapi di cek ke aplikasi indihome belum terbayarkan,1
2024-04-18 00:40:13,Erika Oktapiyanti,Aplikasi ini banyak MERUGIKAN pengguna aplikasi DANA. Dan DANA pun tidak mau bertanggung jawab apabila terjadinya hack dan saldo dana hilang tiba2 atau ada transaksi yang kita sendiri pun tidak melakukan transaksi tersebut. NOT RECOMMENDED!!!,1
2024-04-16 22:33:14,joulecttt_,BUAT DANA KALO MISAL MAU BAYAR APPLE SERVA TUH TANYA” DULU INI MAH UANG SAYA TIBA TIBA KESEDOT YANG PERTAMA PERNAH 170.000 YANG KEDUA 45.000 BUAT KALIAN MENDING GAUSAH DOWNLOAD DANA NGURAS UANG TANPA SEPENGIZINAN DAN SEPENGETAHUAN SAYA BGT!!,5
2024-04-17 16:47:27,Dexectz,"untuk pusat bantuannya kurang membantu
karena yang kita chat bot
bukan costumernya 
jadi kalau bisa langsung costumernya saja",3
2024-04-17 12:31:07,wildan hidayat,Sudah beberapa kalo mencoba tetap loading terus proses pendaftaran akun barunya,1
2024-04-17 11:39:14,Deku_46,Apk goblok kgk bisa update ke premium…udh di fotoin KTPnya di blngnya KTPny bkn bentuk fisik..emng APK goblok,1
2024-04-17 11:39:07,malaoktavi,Uang saya hilang dana sangat tidak aman,1
2024-04-17 05:50:51,Aanmansori,Dana anj blok uang selalu diserap ggra pembayaran otomatis g dikenal pdhl g pernah gua gitu ganti woy udh bnyk punya gua uang gua keserap konfir gaada ky pemberitahuan langsung tarik aja anj dri tahun tahun kameren sama aja ky skrng gd berkembangnya katanya aman,1
2024-04-17 05:00:14,Rayola30,Dana masukin duit kuuu saya uda top up tapi didana blom masuk jugaa,1
2024-04-17 03:33:21,Citratantri,Respon lambat dalam penanganan komplem 2 hari tdk ada penanganan juga,1
2024-04-17 01:12:22,qwelgjakhdhdmsj1284;&:!:?$;&,Sering stuck,2
2024-04-16 17:42:20,Ujangpot,Saya mau di aplikasi Dana saya Ada pitur Dana cicil,5
2024-04-16 18:09:53,Richhhhh14091,Kenapa habis update susah sngt masuk nya,3
2024-04-16 15:13:50,nasi tumpah,Saran gw jgn pake dana pernah ada tf ga jelas dan dana cuma bilang itu transaksi kita udab ga bisa balikin padahal yg tf bukan gw saran mening pake gopay lebih aman,1
2024-04-16 14:51:50,abukhori21,Tolong dana kenapa dana goals mau ditarik kode Otp gak kekirim,1
2024-04-16 08:44:35,App01041988,nice,5
2024-04-16 11:49:40,Rafdyi,"Tolong tambahkan fitur pilih foto dari galeri untuk upgrade ke dana premium/ tambahkan fitur fokus pada objek saat pengambilan gambar ktp, karena ini menyulitkan saya, terima kasih",3
2024-04-16 09:02:35,caplang12,"Sejauh ini baru kali ini saya kecewa dengan dana
Saya melakukan top up e money 300k tetapi ga masuk
Eh ketika di hubungi costumer care katanya 3 hari kerja di proses
Ternyata udah lebih 3 hari juga ga di proses
Mana biaya nelponnya mahal banget
Ngecewain banget si",1
2024-04-16 07:57:59,e_lim,"baru tau dana g kena admin, jd g kena potongan waktu top up. mantapp",5
2024-04-16 07:00:11,syafeipei,gagal buat dana premium,5
2024-04-15 14:51:51,gumbili,mantap,5
2024-04-16 06:31:01,Essajati05,"Gabisa beli voucher digital  kyk steam walet
Tampilan menu bagian voucher game tidak bisa di klik",1
2024-04-16 06:08:27,SSChild23,"Sudah cukup lama pakai DANA untuk semua transaksi, tapi belakangan malah makin sering error. Yang terakhir, sudah hampir satu minggu aplikasinya tidak bisa digunakan karena tidak bisa Top Up dari berbagai akun bank. Mungkin memang sudah waktunya pindah ke aplikasi lain.",1
2024-04-16 05:54:45,Argonout7,Pengiriman qris sering kali gagal namun status pengiriman berhasil dan saldo terpotong. Tanpa ada solusi dari cs akan refund.,1
2024-04-16 04:13:42,Hidung26,Sudah lapor tapi belum tersolusikan. Debit BNI tidak bisa untuk top up dan transfer. Padahal kartu aman karena bisa dipakai di merchant lain,1
2024-04-16 03:22:32,Harlan muhammad,"Dana makin kesini makin tolol,bukannya menggayomi nasabahnya malah maling dengan cara halus,tolol lukira duit yg gw kirim ga kekirim ke tujuan bisa bikin gw miskin engga anjinng,anggep aja sedekah buat lu ku pada",1
2024-04-16 00:43:28,DanaSampah,"Saldo dana habiss.  
Terpakai tanpa konfirmasi. 
Pembayaran tidak jelas. 
Main potong saldo dana.",1
2024-04-15 23:23:00,Maxwin21,Uang saya hilang begitu saja,1
2024-04-15 19:12:56,seulgiaasya,"Saya sudah menunggu verif dana bisnis sudah lebih dari 2 minggu, dan beljm ada perubahan sama sekali sampai sekarang, LAMA 
penjualan saya jadi semakin terhambat karen tdk ada qriss, karena verifnya lama sekali, tolong di percepat kembali; padahal di infonya maks 2 harj, gha udah 2 minggu lebih, gua jadi gapunya duit :)",1
2024-04-15 17:32:06,willianahh,Knapaaaa,3
2024-04-15 14:56:00,zzzzzz13444,hapuskan fitur proteksi akun yang ga berguna itu sangat menyulitkan pengguna saat kau login akun kembali,1
2024-04-15 12:33:55,Bosseinn,Tapi tidak bisa bayar di ecomerce selain di Tokopedia,5
2024-04-15 14:18:09,iooo1123,saldo ilang sendiri👎🏻👎🏻,1
2024-04-15 13:12:09,Bagas sutara,"Saldo saya di tarik sepihak oleh google play dan dana tidak menjamin ini sado saya, sangat kecewa dgn apa yg terjadi kepada saya, kecewa banget sama dana",1
2024-04-15 12:47:36,Kimp’s,"Selalu gagal kalo mau buka Apple zone
Pdhal selalu update, udah update-an ke tiga kali tetap tidak bisa dibuka",2
2024-04-15 10:52:02,putraduyung,kasih saldo gratis,5
2024-04-15 12:33:30,Titid monton,"Barusan kejadian, saya di telp sama Admin dana buat proses memulihkan akun, karenaa akun saya dibekukan. Ada yang mencoba meretas akun saya. di akun dana saya terdapat uang 2 jt, nah saya buka daana ada info akun dan pin dibekukan. Terus saya sambil diarahin ditelfon sama adminnya sambil dikirim kode otp dari akun dana yang centang ttep aja gabisaa, disuruh nunggu selama 30 menit dulu katanyaa sambil dipulihkan, terus udah 30 menit lebih saya buka dana lagi and u know what happen ?
Uang saya ilang ditransaksiin gatau kemanaa, kesiapa. Jahat banget dana udah pake dari tahun 2020 baru ini dirugikan banget anj... nyesel saya nyimpen uang disini. Hasbunallah wani'wal wakill.",1
2024-04-15 03:40:56,Tities Joko,Praktis & Lengkap,5
2024-04-15 10:34:53,Daun ragag,"setiap mau isi token slalu proses ya lama bgt,udh chat admin ya juga slow respon..",1
2024-04-15 06:55:49,Jancuqqqqq,Uang sy hilang laporan lemot dan ga di ganti tu uangnya 900 rb hlng sia2 sistem keamanan paling konyol ni aplikasi masi yakin mau pake aplikasi maling ini ? Aplikas maling ingat ya Aplikasi Maling Sebelum kalian merasakan apa yg sya rasakan mnding langsung Uninstal ni apk dan beralih ke Apk yg lebih aman 😇 Susah loh nyari uang masak harus hilang2 sia2 di aplikasi maling,1
2024-04-15 06:42:26,VIRA !,Tolol memang dana ini aaya upgrade premium udah semua daya say kirim bahkan data tambaahan pun saya kirim malah ttep gakbsa saya gunakan harus menunggu 2 hari palakau saya complain lewat cs diana diana diana pantek kau tau pantek ! Karena diana itu hanya robot bukan customer service yg siap melayani semua pertanyaan dari customer hanya balasan mononton copyan yg anda pakai siapan memang complain ke email pun gak guna emang anjing,1
2024-04-15 04:45:37,Jossua1301,Saran agar dana bisa menghapus riwayat transaksi mulai dari 0 kembali saran saya agar terdapat menu hapus riwayat transaksi,1
2024-04-15 04:15:45,Aji jaya,Baru kali ini uang bisa ilang karena di bajak orang,1
2024-04-14 14:40:18,Qianna C15,Cepat n simple,5
2024-04-15 00:42:00,keep improving,"Tolong update bug dana pada iPhone XR

Setiap saya mw screenshot detail transaksi, jika di klik hanya layar putih, sudah hampur sebulab ini terjadi dan tidak ada update apapun dari aplikasi dana sendiri

Terima kasih",1
2024-04-14 22:58:50,0882183883903,dana bajingan bikin emosi bug diem sendiri,1
2024-04-14 18:26:52,OpenOpinion,"Tidak ada dukungan layar iPad, serta tidak ada kemampuan untuk masuk ke aplikasi secara bersamaan di berbagai perangkat. Ini sangat tidak nyaman. Baik. Kita akan menghabiskan uang melalui DANA, dan lebih baik mencatat semua keuangan dalam aplikasi ""A-Finance"".",2
2024-04-14 14:41:17,resi arsita,gajelas dana uang saya ilang mulu klo di taro di dana,1
2024-04-14 00:32:18,Chaidir.latif,Aplikasi qris & scan yg bagus !!!,5
2024-04-14 13:59:16,chaeunbie,"Karena orang yg ga premium pengen juga lah di transfer min, bosan pakai qriss terus mau bagi bagi jg dana kaget tpi kga premium",2
2024-04-14 11:20:47,TrafalgarLaaw,"beli pulsa listrik aja disuruh nunggu 1 jam,gaada tuh aplikasi laen kaya gini",1
2024-04-14 07:40:55,AHYAR MUKSIN,Beli pulsa ngak jadi jadi,4
2024-04-14 07:11:54,liavino,Sinkronisasi dan verifikasi until connect pembayaran sangat buruk dan lama. Tolong diperbaiki,3
2024-04-14 06:03:39,novviannz,"NGISI ETOLL MALAH SALDO ILANG GAMASUK PULA KE ETOLLNYA, uda bilang ke cs tapi respon dan perkembangannya lama",2
2024-04-14 00:35:38,Ragil12,Tolong di benahin lagi sistem nya. Mau upgrade ke premium aja susah banget harus nunggu 30+30 al hasil 2 bulan berjalan nunggu upgrade premium nya,1
2024-04-13 03:33:30,Max Mahare,Saya pengguna Dana yang pertama. Luar biasa saat bertransaksi. Aman dan cepat.,5
2024-04-13 21:36:42,akabssh,kode otp tidak masuk mulu lupa pin,1
2024-04-13 18:24:42,Welcom33,"Komplain tentang saldo dana yang tiba"" habis dan disana ada transaksi yang bukan milik saya. Sudah komplain malah hanya ditanggepi dengan bot yang tidak dilanjut oleh para pejabat/karyawan aplikasi ini. Tidak ada solusi dan penanganan lebih lanjut dari mereka.",1
2024-04-13 15:59:37,Tasyabil,"Dana tolol mau bikin premium susah bgt tlol tmn ku uang thr nya ga bisa diambil 

 WKWKWK",1
2024-04-13 08:38:11,Abdlazis,"Tolong dong min bantu saya kembalikan uang saya , saya habis d hipnotis melalui atas nama penukaran poin dana , syaa perlu banget uangny",1
2024-04-12 18:22:16,Muhammad Futuhal Arifin,Apk DANA sangat bermanfaat & mantap sekali,5
2024-04-13 01:34:14,Venk maverick,"Uang gua ilang di dana tiba""",1
2024-04-12 21:35:23,anaktunggalsendiri,"Kenapa kok gini ya, saldo ilang dan aplikasi gk bisa di buka. Aduhhhh sedih banget rasanya",2
2024-04-12 16:57:06,Darsuraji,Semoga teknologo dan semakin canggih trimakasih sana,5
2024-04-12 18:00:41,pacinn,"akun saya nomornya hilang, sudah saya laporkan, tpi ga di proses”",1
2024-04-12 17:16:42,montzyy,"Saya mengalami kendala waktu melakukan top up saldo dana di indomaret, karena di struk indomaret sudah sukses tapi saldo belum masuk. Saya coba kembali untuk menanyakan hal tersebut kepada kasir indomaret dan hasilnya transaksi sudah sukses tapi saldo belum masuk, kasir indomaret tersebut meminta saya untuk menghubungi Cs dana, Ketika saya menghubungi Cs dana respon sangat lambat dan meminta saya menunggu 1x24 jam untuk perkembangan laporan. Lalu saya menunggu 1x24jam dan ternyata tidak ad respon lanjut dari Cs dana terhadap masalah yg saya alami sampai skrng saldo belum masuk padahal saya ad bukti struk top up nya tapi pihak Cs seperti tidak menanggapi",1
2024-04-12 07:32:25,Misnadi,Mudahan2 saya menang,5
2024-04-12 14:26:49,donny6578,Tidak bisa mengirim dana ke kontak baru,1
2024-04-12 13:11:25,acha_q123,"Proses pemindahan akunnya salah mu ada kendala terus,susah bgt padahal nomor yang dimasukkan dan pinnya sudah benar tolong dong dana ini kenapa",3
2024-04-12 08:41:22,alamak ngeri,"pas habis register dan disuruh masukin otp, Tiba tiba di paksa masukin kode “magic code”, mana ku tau kode na kan 😂, udh pencet “later” juga tetep aja gk bisa di skip tu magic code 😐",1
2024-04-12 03:05:12,iqbalyapen,buatkan watermark agar susah di palsukan bukti transaksi/transfer/ pembayaran,5
2024-04-12 07:16:29,ppppitttt,apasih krna udh lama g buka apk ini pas mo masuk ke log d suru masuk ulg kn nah pas msukkin sandi mlh salah gembel pdhl emg itu sandi apk gjls,1
2024-04-12 05:26:09,hgchub,Tidak bisa tf ke nomor lain,2
2024-04-12 01:48:41,gbisa login,Knapa ya susah buka terus bingung akunudah di uninstal di dwonload lgi masih tteh jdi bingung akutuu,4
2024-04-12 01:57:45,bellasamendra,"I used to withdraw my money from PayPal to Dana using Permata Bank Virtual Account. More and more I use it more I get disappointed
This app pending too long the money. Meanwhile PayPal already made the status complete and I got nothing in my Dana Balance",2
2024-04-11 15:03:50,beronaaaa,Sangat membantu penggunaan tidak ribet lebih di tingkatkan agar semakin membaik lagi,5
2024-04-11 20:45:06,anehdux,"jgan pke dana, pliss di boikot aja apk ini udh ga aman!!!",1
